,player_id,player,birth_date,height,weight,batting_hand,throwing_hand,position
408,69516,김현수,2000-07-10,185cm, 90kg,우타,우투,P
409,50662,정해영,2001-08-23,189cm, 98kg,우타,우투,P
410,66291,이영하,1997-11-01,192cm, 91kg,우타,우투,P
411,75867,김진성,1985-03-07,186cm, 92kg,우타,우투,P
412,61295,강동연,1992-12-18,195cm, 94kg,우타,우투,P
413,50030,소형준,2001-09-16,189cm, 92kg,우타,우투,P
414,64861,이건욱,1995-02-13,182cm, 85kg,우타,우투,P
415,65062,김재윤,1990-09-16,185cm, 91kg,우타,우투,P
416,65060,주권,1995-05-31,181cm, 82kg,우타,우투,P
417,50404,뷰캐넌,1989-05-11,190cm, 90kg,우타,우투,P
418,67313,브리검,1988-02-10,190cm, 90kg,우타,우투,P
419,67391,김재웅,1998-10-22,173cm, 88kg,좌타,좌투,P
420,73211,노경은,1984-03-11,186cm, 90kg,우타,우투,P
421,50640,가뇽,1990-06-26,193cm, 97kg,우타,우투,P
422,50556,최준용,2001-10-10,185cm, 85kg,우타,우투,P
423,63638,박준표,1992-06-26,181cm, 93kg,우타,우언,P
424,76225,김건국,1988-02-02,179cm, 85kg,우타,우투,P
425,66920,최성영,1997-04-28,180cm, 85kg,좌타,좌투,P
426,68902,신민혁,1999-02-04,184cm, 95kg,우타,우투,P
427,68200,김민규,1999-05-07,183cm, 90kg,좌타,우투,P
428,74454,윤성환,1981-10-08,183cm, 88kg,우타,우투,P
429,67603,이승호,1976-08-23,189cm, 90kg,좌타,좌투,P
430,65616,이민우,1993-02-09,185cm, 97kg,우타,우투,P
431,68135,윌슨,1989-09-25,188cm, 84kg,우타,우투,P
432,65665,이준영,1992-08-10,177cm, 85kg,좌타,좌투,P
433,50835,핀토,1994-01-20,183cm, 88kg,우타,우투,P
434,69539,서준원,2000-11-05,187cm, 95kg,우타,우언,P
435,65048,김민수,1992-07-24,188cm, 80kg,우타,우투,P
436,50126,이민호,2001-08-30,189cm, 93kg,우타,우투,P
437,60263,이재학,1990-10-04,181cm, 84kg,우타,우언,P
438,79825,여건욱,1986-09-16,185cm, 92kg,우타,우투,P
439,66859,김주한,1993-02-03,184cm, 93kg,우타,우언,P
440,79847,김태훈,1996-03-31,177cm, 78kg,좌타,우투,P
441,62655,홍성민,1989-07-15,191cm, 82kg,양타,우언,P
442,62242,윤명준,1989-06-18,178cm, 78kg,우타,우투,P
443,74359,오주원,1985-03-31,184cm, 95kg,좌타,좌투,P
444,66557,한승혁,1993-01-03,185cm, 94kg,좌타,우투,P
445,64893,박민호,1992-02-25,185cm, 95kg,우타,우언,P
446,61895,서진용,1992-10-02,184cm, 88kg,우타,우투,P
447,69748,채드벨,1989-02-28,190cm, 90kg,우타,좌투,P
448,67737,김진영,1992-04-16,180cm, 89kg,우타,우투,P
449,50360,김동혁,2001-12-27,183cm, 83kg,우타,우투,P
450,65639,박정수,1996-01-29,178cm, 74kg,좌타,우언,P
451,50464,이승민,2000-08-26,174cm, 79kg,좌타,좌투,P
452,63914,손정욱,1990-12-24,182cm, 84kg,좌타,좌투,P
453,61457,임현준,1988-12-21,185cm, 88kg,좌타,좌언,P
454,68703,박주홍,1999-08-20,178cm, 109kg,좌타,좌투,P
455,63950,장현식,1995-02-24,181cm, 95kg,우타,우투,P
456,50524,샘슨,1991-01-06,188cm, 102kg,우타,우투,P
457,65516,배제성,1996-09-29,189cm, 85kg,양타,우투,P
458,67828,김성민,1994-04-26,181cm, 90kg,좌타,좌투,P
459,69620,김기훈,2000-01-03,184cm, 93kg,좌타,좌투,P
460,67703,박상원,1994-09-09,189cm, 88kg,우타,우투,P
461,62056,정영일,1988-11-16,188cm, 98kg,우타,우투,P
462,66145,김대현,1997-03-08,188cm, 100kg,우타,우투,P
463,77927,장필준,1988-04-08,190cm, 90kg,우타,우투,P
464,78536,김대우,1984-07-26,189cm, 95kg,좌타,우투,P
465,72447,권혁,1983-11-06,192cm, 100kg,좌타,좌투,P
466,69703,오동욱,2001-02-04,185cm, 80kg,우타,우투,P
467,50859,오원석,2001-04-23,182cm, 80kg,좌타,좌투,P
468,65696,김명찬,1992-10-24,187cm, 106kg,좌타,좌투,P
469,66663,서덕원,1993-07-12,183cm, 89kg,우타,우투,P
470,67443,장지훈,1998-12-06,177cm, 78kg,우타,우투,P
471,78352,임창민,1985-08-25,183cm, 85kg,우타,우투,P
472,68910,이승헌,1998-12-19,196cm, 97kg,우타,우투,P
473,78517,하준호,1989-04-29,174cm, 78kg,좌타,좌투,P
474,50203,권휘,2000-12-07,181cm, 87kg,우타,우투,P
475,60559,박시영,1989-03-10,180cm, 88kg,우타,우투,P
476,64554,문동욱,1992-01-07,187cm, 90kg,좌타,우투,P
477,60339,김건태,1991-10-02,185cm, 85kg,우타,우투,P
478,69974,배민서,1999-11-18,184cm, 81kg,우타,우언,P
479,79764,장민재,1990-03-19,184cm, 98kg,우타,우투,P
480,50449,허윤동,2001-06-19,181cm, 90kg,좌타,좌투,P
481,63960,이상민,1990-11-04,180cm, 85kg,좌타,좌투,P
482,66018,김선기,1991-09-01,187cm, 94kg,우타,우투,P
483,62937,신재영,1989-11-18,186cm, 95kg,우타,우사,P
484,64615,차명진,1995-03-03,188cm, 104kg,우타,우투,P
485,67954,김진호,1998-06-07,183cm, 90kg,우타,우투,P
486,69399,윤정현,1993-05-17,187cm, 110kg,좌타,좌투,P
487,67246,김명신,1993-11-29,178cm, 90kg,우타,우투,P
488,68900,김영규,2000-02-10,188cm, 86kg,좌타,좌투,P
489,61411,심창민,1993-02-01,185cm, 86kg,우타,우언,P
490,65392,김정인,1996-06-03,183cm, 70kg,우타,우투,P
491,67008,이대은,1989-03-23,189cm, 90kg,좌타,우투,P
492,64580,김재열,1996-01-02,183cm, 97kg,우타,우투,P
493,79545,진명호,1989-03-20,192cm, 98kg,좌타,우투,P
494,67962,소이현,1999-02-09,185cm, 93kg,우타,우투,P
495,69104,남호,2000-07-20,185cm, 86kg,좌타,좌투,P
496,79440,정인욱,1990-12-18,186cm, 85kg,우타,우투,P
497,50234,플렉센,1994-07-01,191cm, 113kg,우타,우투,P
498,72523,고효준,1983-02-08,179cm, 74kg,좌타,좌투,P
499,65343,김택형,1996-10-10,185cm, 90kg,좌타,좌투,P
500,67646,박진태,1994-10-19,180cm, 83kg,우타,우투,P
501,61145,이우찬,1992-08-04,183cm, 88kg,좌타,좌투,P
502,68529,이승헌,1998-12-19,196cm, 97kg,우타,우투,P
503,65618,황인준,1991-07-23,184cm, 94kg,우타,우투,P
504,60181,김지용,1988-02-20,177cm, 81kg,우타,우투,P
505,69041,손동현,2001-01-23,183cm, 88kg,좌타,우투,P
506,79130,강지광,1990-10-23,181cm, 100kg,우타,우투,P
507,74513,장원준,1985-07-31,184cm, 85kg,좌타,좌투,P
508,68415,양창섭,1999-09-22,182cm, 85kg,우타,우투,P
509,74838,윤희상,1985-05-17,193cm, 96kg,우타,우투,P
510,64029,류희운,1995-06-19,191cm, 103kg,우타,우투,P
511,66960,정수민,1990-04-01,188cm, 92kg,우타,우투,P
512,67164,이찬혁,1998-08-19,187cm, 90kg,우타,우투,P
513,66630,김현준,1997-06-05,182cm, 78kg,우타,우투,P
514,50706,장웅정,1997-04-11,181cm, 76kg,우타,우투,P
515,65933,구창모,1997-02-17,183cm, 85kg,좌타,좌투,P
516,64596,김유영,1994-05-02,180cm, 80kg,좌타,좌투,P
517,65949,류진욱,1996-10-10,189cm, 88kg,우타,우투,P
518,50430,홍원표,2001-03-27,183cm, 86kg,우타,우투,P
519,64718,최영환,1992-02-20,179cm, 92kg,우타,우투,P
520,67956,김태현,1998-03-21,188cm, 95kg,좌타,좌투,P
521,62768,김원석,1989-10-29,182cm, 83kg,우타,우투,RF
522,71752,김태균,1982-05-29,185cm, 110kg,우타,우투,DH
523,66740,로사리오,1989-02-23,180cm, 100kg,우타,우투,B
524,76249,민병헌,1987-03-10,178cm, 87kg,우타,우투,CF
525,77248,오재원,1985-02-09,185cm, 75kg,좌타,우투,B
526,66244,에반스,1986-01-30,187cm, 105kg,우타,우투,DH
527,74729,최진행,1985-08-17,188cm, 100kg,우타,우투,LF
528,77464,임익준,1988-03-15,180cm, 83kg,우타,우투,B
529,98144,조인성,1975-05-25,182cm, 107kg,우타,우투,C
530,78224,김재환,1988-09-22,183cm, 90kg,좌타,우투,LF
531,76232,양의지,1987-06-05,179cm, 85kg,우타,우투,C
532,75334,오재일,1986-10-29,187cm, 95kg,좌타,좌투,B
533,61700,강경학,1992-08-11,180cm, 72kg,좌타,우투,B
534,64086,신성현,1990-10-19,183cm, 92kg,우타,우투,B
535,79215,박건우,1990-09-08,184cm, 80kg,우타,우투,CF
536,79240,허경민,1990-08-26,176cm, 69kg,우타,우투,B
537,74206,김재호,1985-03-21,181cm, 75kg,우타,우투,SS
538,76753,송광민,1983-06-24,184cm, 90kg,우타,우투,B
539,75808,정근우,1982-10-02,172cm, 80kg,우타,우투,B
540,73725,이양기,1981-01-31,184cm, 90kg,우타,우투,LF
541,62234,류지혁,1994-01-13,181cm, 75kg,좌타,우투,B
542,67650,버나디나,1984-06-12,188cm, 95kg,좌타,좌투,CF
543,73606,서동욱,1984-03-21,188cm, 99kg,좌타,우투,B
544,70410,김주찬,1981-03-25,183cm, 94kg,우타,우투,B
545,62415,박해민,1990-02-24,180cm, 75kg,좌타,우투,CF
546,61404,김헌곤,1988-11-09,174cm, 81kg,우타,우투,LF
547,62404,구자욱,1993-02-12,189cm, 75kg,좌타,우투,RF
548,67450,러프,1986-07-28,192cm, 105kg,우타,우투,B
549,72443,최형우,1983-12-16,179cm, 106kg,좌타,우투,LF
550,78629,나지완,1985-05-19,182cm, 105kg,우타,우투,DH
551,70756,이범호,1981-11-25,183cm, 100kg,우타,우투,B
552,74605,김주형,1985-12-15,186cm, 112kg,우타,우투,SS
553,95436,이승엽,1976-08-18,183cm, 88kg,좌타,좌투,DH
554,75566,이원석,1999-03-31,177cm, 70kg,우타,우투,B
555,79456,이지영,1986-02-27,178cm, 83kg,우타,우투,C
556,63634,이홍구,1990-12-11,180cm, 95kg,우타,우투,C
557,78603,김선빈,1989-12-18,165cm, 77kg,우타,우투,SS
558,64610,강한울,1991-09-12,181cm, 66kg,좌타,우투,B
559,72466,조동찬,1983-07-27,180cm, 80kg,우타,우투,B
560,79465,배영섭,1986-06-27,178cm, 78kg,우타,우투,LF
561,73153,이대형,1983-07-19,184cm, 78kg,좌타,좌투,K
562,78517,하준호,1989-04-29,174cm, 78kg,좌타,좌투,LF
563,74339,유한준,1981-07-01,186cm, 97kg,우타,우투,RF
564,73113,박경수,1984-03-31,178cm, 80kg,우타,우투,B
565,99810,이진영,1997-07-21,183cm, 89kg,우타,우투,DH
566,60343,이해창,1987-05-11,184cm, 85kg,우타,우투,C
567,71837,김강민,1982-09-13,182cm, 85kg,우타,우투,CF
568,76802,김성현,1987-03-09,172cm, 72kg,우타,우투,B
569,75847,최정,1987-02-28,180cm, 90kg,우타,우투,B
570,70553,박기혁,1981-06-04,179cm, 77kg,우타,우투,SS
571,64006,심우준,1995-04-28,183cm, 75kg,우타,우투,SS
572,75151,정의윤,1986-07-25,185cm, 90kg,우타,우투,DH
573,74846,박정권,1981-07-21,187cm, 96kg,좌타,좌투,B
574,66838,김동엽,1990-07-24,186cm, 101kg,우타,우투,DH
575,76812,이재원,1999-07-17,192cm, 100kg,우타,우투,C
576,62802,박승욱,1992-12-04,184cm, 85kg,좌타,우투,SS
577,67005,홍현빈,1997-08-29,174cm, 70kg,좌타,우투,CF
578,78135,이형종,1989-06-07,183cm, 80kg,우타,우투,CF
579,79109,오지환,1990-03-12,186cm, 80kg,좌타,우투,SS
580,72133,박용택,1979-04-21,185cm, 90kg,좌타,우투,LF
581,78168,서건창,1989-08-22,176cm, 84kg,좌타,우투,B
582,73342,이택근,1980-07-10,183cm, 89kg,우타,우투,DH
583,77463,채태인,1982-10-11,187cm, 94kg,좌타,좌투,B
584,79192,채은성,1990-02-06,186cm, 92kg,우타,우투,RF
585,99606,정성훈,1980-06-27,182cm, 83kg,우타,우투,B
586,71842,정상호,1982-12-24,187cm, 100kg,우타,우투,C
587,74215,윤석민,1986-07-24,185cm, 90kg,우타,우투,DH
588,77564,김민성,1988-12-17,181cm, 94kg,우타,우투,B
589,61353,고종욱,1989-01-11,184cm, 83kg,좌타,우투,LF
590,64300,김하성,1995-10-17,175cm, 76kg,우타,우투,SS
591,79365,박동원,1990-04-07,178cm, 92kg,우타,우투,C
592,74823,임훈,1985-07-17,186cm, 86kg,좌타,좌투,RF
593,67341,이정후,1998-08-20,185cm, 78kg,좌타,우투,CF
594,72456,손주인,1983-12-01,179cm, 82kg,우타,우투,B
595,64153,양석환,1991-07-15,185cm, 90kg,우타,우투,B
596,65399,허정협,1990-02-17,184cm, 92kg,우타,우투,LF
597,62353,박정음,1989-04-15,175cm, 77kg,좌타,좌투,CF
598,78513,전준우,1986-02-25,184cm, 91kg,우타,우투,LF
599,67598,번즈,1990-08-07,188cm, 93kg,우타,우투,B
600,77532,손아섭,1988-03-18,174cm, 84kg,좌타,우투,RF
601,62934,김성욱,1993-05-01,181cm, 83kg,우타,우투,CF
602,73306,지석훈,1984-03-17,181cm, 74kg,우타,우투,SS
603,62947,나성범,1989-10-03,183cm, 100kg,좌타,좌투,RF
604,67935,스크럭스,1987-09-23,183cm, 98kg,우타,우투,B
605,74465,박석민,1985-06-22,178cm, 88kg,우타,우투,B
606,71564,이대호,1982-06-21,194cm, 100kg,우타,우투,DH
607,71552,최준석,1983-02-15,187cm, 130kg,우타,우투,DH
608,74540,강민호,1985-08-18,185cm, 100kg,우타,우투,C
609,63963,권희동,1990-12-30,177cm, 85kg,우타,우투,LF
610,78813,모창민,1985-05-08,188cm, 89kg,우타,우투,B
611,73213,손시헌,1980-10-19,172cm, 73kg,우타,우투,SS
612,76509,김문호,1987-06-22,184cm, 90kg,좌타,좌투,LF
613,62556,신본기,1989-03-21,179cm, 88kg,우타,우투,SS
614,72546,문규현,1983-07-05,184cm, 85kg,우타,우투,SS
615,78122,김태군,1989-12-30,182cm, 92kg,우타,우투,C
616,66508,나경민,1991-12-12,178cm, 80kg,좌타,좌투,CF
617,78536,김대우,1984-07-26,189cm, 95kg,좌타,우투,DH
618,62700,하주석,1994-02-25,184cm, 84kg,좌타,우투,SS
619,63257,김인태,1994-07-03,178cm, 78kg,좌타,좌투,RF
620,73602,차일목,1981-01-26,176cm, 81kg,우타,우투,C
621,76267,최주환,1988-02-28,178cm, 73kg,좌타,우투,DH
622,63704,노수광,1990-08-06,180cm, 80kg,좌타,우투,CF
623,66606,최원준,1997-03-23,178cm, 81kg,좌타,우투,RF
624,61197,최영진,1988-05-10,185cm, 87kg,우타,우투,B
625,73824,최경철,1980-08-15,188cm, 86kg,우타,우투,C
626,61104,정병곤,1988-03-23,176cm, 72kg,우타,우투,B
627,63722,한승택,1994-06-21,174cm, 83kg,우타,우투,C
628,73209,나주환,1984-06-14,180cm, 84kg,우타,우투,SS
629,78217,김용의,1985-08-20,187cm, 74kg,좌타,우투,CF
630,61186,이천웅,1988-10-20,182cm, 83kg,좌타,좌투,CF
631,61102,유강남,1992-07-15,182cm, 88kg,우타,우투,C
632,62164,서상우,1989-09-17,187cm, 90kg,좌타,우투,L
633,63920,김준완,1991-01-20,174cm, 74kg,좌타,우투,RF
634,78288,최재훈,1989-08-27,178cm, 76kg,우타,우투,C
635,78361,전민수,1989-03-18,177cm, 76kg,좌타,우투,N
636,78548,장성우,1990-01-17,187cm, 100kg,우타,우투,C
637,62864,김민식,1989-06-28,180cm, 80kg,좌타,우투,C
638,63450,정현,1994-06-01,181cm, 80kg,우타,우투,SS
639,64868,조용호,1989-09-09,170cm, 75kg,좌타,우투,RF
640,61869,정진기,1992-10-10,185cm, 92kg,좌타,우투,LF
641,62559,김상호,1989-05-10,182cm, 85kg,우타,우투,B
642,60523,정훈,1987-07-18,180cm, 85kg,우타,우투,CF
643,60566,이상호,1989-02-05,180cm, 82kg,우타,우투,B
644,66965,도태훈,1993-03-18,184cm, 85kg,좌타,우투,B
645,62016,윤병호,1989-07-05,181cm, 78kg,우타,우투,CF
646,62244,박세혁,1990-01-09,181cm, 86kg,좌타,우투,C
647,71565,이우민,1982-05-04,182cm, 90kg,좌타,우투,CF
648,79608,안치홍,1990-07-02,178cm, 94kg,우타,우투,B
649,62907,박민우,1993-02-06,185cm, 80kg,좌타,우투,B
650,62797,양성우,1989-05-02,174cm, 84kg,좌타,우투,RF
651,61591,김사훈,1987-06-18,174cm, 86kg,우타,우투,C
652,77609,김연훈,1984-12-23,180cm, 80kg,우타,우투,B
653,76849,이명기,1987-12-26,183cm, 80kg,좌타,좌투,RF
654,65412,권정웅,1992-11-15,180cm, 88kg,우타,우투,C
655,62332,김재현,1987-11-07,175cm, 72kg,양타,우투,LF
656,65898,김웅빈,1996-02-09,181cm, 84kg,좌타,우투,B
657,73136,이성열,1984-07-13,185cm, 102kg,좌타,우투,RF
658,79300,김지수,1996-10-29,178cm, 78kg,좌타,좌투,B
659,72860,이대수,1981-08-21,175cm, 75kg,우타,우투,SS
660,65506,김재유,1992-08-07,181cm, 77kg,좌타,우투,CF
661,62908,황윤호,1993-09-22,177cm, 78kg,우타,우투,B
662,76100,이병규,1974-10-25,185cm, 85kg,좌타,좌투,DH
663,61208,정진호,1988-10-02,185cm, 78kg,좌타,우투,RF
664,73339,이종욱,1980-06-18,176cm, 78kg,좌타,좌투,CF
665,71432,박한이,1979-01-28,182cm, 91kg,좌타,좌투,DH
666,67504,김민수,1992-07-24,188cm, 80kg,우타,우투,C
667,66354,주효상,1997-11-11,182cm, 85kg,좌타,우투,C
668,74163,이용규,1985-08-26,175cm, 70kg,좌타,좌투,LF
669,78756,오선진,1989-07-07,178cm, 80kg,우타,우투,B
670,64266,이성곤,1992-03-25,186cm, 93kg,좌타,우투,B
671,77243,허도환,1984-07-31,176cm, 87kg,우타,우투,C
672,66710,강상원,1997-05-05,172cm, 64kg,좌타,우투,LF
673,67644,이정훈,1994-12-07,185cm, 90kg,좌타,우투,DH
674,63339,김민준,1994-02-12,175cm, 75kg,우타,우투,CF
675,66209,조수행,1993-08-30,178cm, 73kg,좌타,우투,CF
676,63088,김진곤,1987-09-10,173cm, 75kg,좌타,우투,LF
677,62265,유민상,1989-04-13,186cm, 101kg,좌타,우투,B
678,65115,안익훈,1996-02-12,176cm, 70kg,좌타,좌투,CF
679,65357,송성문,1996-08-29,183cm, 88kg,좌타,우투,B
680,63636,고장혁,1990-01-08,183cm, 93kg,우타,우투,B
681,61204,김동한,1988-06-24,175cm, 73kg,우타,우투,B
682,79402,김상수,1990-03-23,175cm, 68kg,우타,우투,B
683,66968,이재율,1993-05-02,185cm, 75kg,좌타,좌투,N
684,65653,김호령,1992-04-30,178cm, 85kg,우타,우투,CF
685,60805,최윤석,1987-03-28,173cm, 75kg,우타,우투,SS
686,62356,김규민,1993-01-26,188cm, 85kg,좌타,좌투,LF
687,65464,최정용,1996-10-24,178cm, 75kg,좌타,우투,B
688,63123,강승호,1994-02-09,179cm, 77kg,우타,우투,B
689,66406,안주형,1993-08-14,176cm, 68kg,좌타,우투,SS
690,67872,로맥,1985-09-30,188cm, 100kg,우타,우투,B
691,78745,정현석,1984-03-01,182cm, 93kg,우타,우투,RF
692,76368,유재신,1987-11-21,179cm, 74kg,우타,우투,LF
693,94629,이호준,1976-02-08,187cm, 95kg,우타,우투,DH
694,79130,강지광,1990-10-23,181cm, 100kg,우타,우투,S
695,65269,김민혁,1995-11-21,181cm, 71kg,좌타,우투,LF
696,66657,이진영,1997-07-21,183cm, 89kg,우타,우투,DH
697,66707,박상언,1997-03-03,185cm, 75kg,우타,우투,C
698,79334,장영석,1990-05-14,186cm, 95kg,우타,우투,B
699,61743,오준혁,1992-03-11,187cm, 80kg,좌타,우투,DH
700,61114,김재율,1989-01-14,186cm, 90kg,우타,우투,B
701,79364,김종민,1986-03-30,176cm, 85kg,우타,우투,C
702,67449,김성윤,1999-02-02,163cm, 62kg,좌타,좌투,CF
703,66052,남태혁,1991-03-13,187cm, 107kg,우타,우투,B
704,62925,강진성,1993-10-19,180cm, 81kg,우타,우투,B
705,67025,로하스,1990-05-24,188cm, 102kg,양타,우투,RF
706,77848,박윤,1988-03-07,180cm, 95kg,좌타,좌투,B
707,71184,이성우,1981-09-01,180cm, 91kg,우타,우투,C
708,64346,임병욱,1995-09-30,185cm, 84kg,좌타,우투,CF
709,66704,김태연,1997-06-10,178cm, 99kg,우타,우투,B
710,66203,서예일,1993-06-19,178cm, 83kg,좌타,우투,B
711,62884,최항,1994-01-03,183cm, 88kg,좌타,우투,B
712,63077,황목치승,1985-06-21,173cm, 68kg,우타,우투,SS
713,66409,이성규,1993-08-03,178cm, 82kg,우타,우투,B
714,67304,김혜성,1999-01-27,179cm, 78kg,좌타,우투,B
715,62893,최정민,1989-06-02,177cm, 72kg,좌타,우투,CF
716,66716,정경운,1993-08-09,179cm, 76kg,우타,우투,SS
717,62025,이원재,1989-05-20,186cm, 86kg,좌타,우투,LF
718,79150,정주현,1990-10-13,176cm, 76kg,우타,우투,B
719,63260,이우성,1994-07-17,182cm, 95kg,우타,우투,LF
720,78148,정찬헌,1990-01-26,187cm, 94kg,우타,우투,P
721,67134,로니,1984-05-07,190cm, 106kg,좌타,좌투,B
722,67006,안치영,1998-05-29,176cm, 72kg,좌타,우투,B
723,66462,김성훈,1993-10-27,172cm, 68kg,좌타,우투,B
724,67394,초이스,1989-11-10,183cm, 104kg,우타,우투,RF
725,78643,백용환,1989-03-20,180cm, 95kg,우타,우투,C
726,76720,정범모,1987-03-26,184cm, 94kg,우타,우투,C
727,77263,김강률,1988-08-28,187cm, 95kg,우타,우투,P
728,76869,김재현,1987-11-07,175cm, 72kg,양타,우투,LF
729,65096,정주후,1995-06-26,180cm, 67kg,좌타,우투,B
730,64793,김민수,1992-07-24,188cm, 80kg,우타,우투,C
731,79198,윤진호,1986-06-23,178cm, 78kg,우타,우투,B
732,67893,박성한,1998-03-30,180cm, 77kg,좌타,우투,SS
733,62931,노진혁,1989-07-15,184cm, 80kg,좌타,우투,B
734,68730,호잉,1989-05-18,190cm, 92kg,좌타,우투,RF
735,75125,박병호,1986-07-10,185cm, 107kg,우타,우투,B
736,76313,황재균,1987-07-28,183cm, 96kg,우타,우투,B
737,68050,강백호,1999-07-29,184cm, 98kg,좌타,우투,B
738,68103,가르시아,1985-04-12,177cm, 93kg,우타,우투,B
739,76290,김현수,2000-07-10,185cm, 90kg,우타,우투,LF
740,68525,한동희,1999-06-01,181cm, 99kg,우타,우투,B
741,63202,장승현,1994-03-07,184cm, 86kg,우타,우투,C
742,66706,장진혁,1993-09-30,184cm, 83kg,좌타,우투,CF
743,62409,박찬도,1989-02-22,185cm, 75kg,좌타,우투,RF
744,68743,정은원,2000-01-17,177cm, 78kg,좌타,우투,B
745,79530,양종민,1990-10-09,181cm, 81kg,우타,우투,B
746,60605,홍재호,1987-05-10,180cm, 79kg,우타,우투,B
747,68904,오영수,2000-01-30,178cm, 93kg,좌타,우투,B
748,65136,박지규,1991-10-12,183cm, 80kg,좌타,우투,B
749,61554,김민하,1989-02-25,181cm, 88kg,우타,우투,RF
750,64504,오윤석,1992-02-24,180cm, 87kg,우타,우투,RF
751,65618,황인준,1991-07-23,184cm, 94kg,우타,우투,P
752,64560,이창진,1991-03-04,173cm, 85kg,우타,우투,CF
753,62537,윤수강,1990-02-22,181cm, 96kg,우타,우투,C
754,66207,황경태,1996-08-17,181cm, 77kg,우타,우투,B
755,64407,김호재,1995-05-31,178cm, 72kg,우타,우투,B
756,64657,박준태,1991-07-26,181cm, 75kg,좌타,우투,CF
757,63593,조홍석,1990-02-23,175cm, 78kg,좌타,우투,CF
758,64469,송준석,1994-05-04,176cm, 78kg,좌타,좌투,RF
759,65703,이도윤,1996-10-07,173cm, 71kg,좌타,우투,SS
760,66615,류승현,1997-07-01,176cm, 84kg,좌타,우투,B
761,66917,김찬형,1997-12-29,182cm, 80kg,우타,우투,B
762,64012,송민섭,1991-08-02,177cm, 80kg,우타,우투,RF
763,68119,문성주,1997-02-20,175cm, 78kg,좌타,좌투,DH
764,61652,윤정우,1988-05-12,188cm, 91kg,우타,우투,LF
765,68912,김형준,1999-11-02,187cm, 98kg,우타,우투,C
766,67610,김석환,1999-02-28,187cm, 97kg,좌타,좌투,B
767,66715,김인환,1994-01-28,186cm, 88kg,좌타,우투,B
768,64022,안중열,1995-09-01,175cm, 87kg,우타,우투,C
769,61566,허일,1992-11-20,177cm, 88kg,좌타,우투,CF
770,66864,안상현,1997-01-27,178cm, 74kg,우타,우투,B
771,68205,전민재,1999-06-30,181cm, 73kg,우타,우투,SS
772,68345,샌즈,1987-09-28,193cm, 105kg,우타,우투,RF
773,65586,전병우,1992-10-24,182cm, 90kg,우타,우투,B
774,79231,정수빈,1990-10-07,175cm, 70kg,좌타,좌투,CF
775,63440,이흥련,1989-05-16,183cm, 91kg,우타,우투,C
776,66108,홍창기,1993-11-21,189cm, 94kg,좌타,우투,CF
777,64984,김태진,1995-10-07,170cm, 75kg,좌타,우투,B
778,64499,김재현,1987-11-07,175cm, 72kg,양타,우투,LF
779,64166,배정대,1995-06-12,185cm, 80kg,우타,우투,CF
780,64906,강민국,1992-01-10,176cm, 80kg,우타,우투,SS
781,69209,페르난데스,1988-04-27,178cm, 83kg,좌타,우투,DH
782,69453,이학주,1990-11-04,187cm, 87kg,좌타,우투,SS
783,69737,노시환,2000-12-03,185cm, 96kg,우타,우투,B
784,64004,김민혁,1995-11-21,181cm, 71kg,좌타,우투,LF
785,65610,황대인,1996-02-10,178cm, 100kg,우타,우투,B
786,64007,문상철,1991-04-06,184cm, 85kg,우타,우투,B
787,62558,김준태,1994-07-31,175cm, 91kg,좌타,우투,C
788,69727,변우혁,2000-03-18,185cm, 95kg,우타,우투,B
789,65207,신민재,1996-01-21,171cm, 64kg,양타,우투,CF
790,64646,박찬호,1995-06-05,178cm, 72kg,우타,우투,SS
791,65515,강로한,1992-05-13,181cm, 78kg,좌타,우투,B
792,68362,추재현,1999-02-22,179cm, 89kg,좌타,좌투,CF
793,64468,박계범,1996-01-11,177cm, 84kg,우타,우투,SS
794,65062,김재윤,1990-09-16,185cm, 91kg,우타,우투,P
795,64501,배성근,1995-04-27,181cm, 76kg,우타,우투,SS
796,68614,오정환,1999-03-27,185cm, 75kg,좌타,우투,B
797,69203,송승환,2000-10-28,183cm, 93kg,우타,우투,LF
798,69636,오선우,1996-12-13,186cm, 95kg,좌타,좌투,RF
799,69517,고승민,2000-08-11,189cm, 92kg,좌타,우투,RF
800,68407,공민규,1999-09-27,183cm, 85kg,좌타,우투,B
801,68700,이원석,1999-03-31,177cm, 70kg,우타,우투,B
802,64260,김경호,1995-07-31,180cm, 68kg,좌타,우투,LF
803,69442,김도환,2000-04-14,178cm, 90kg,우타,우투,C
804,69652,터커,1990-07-06,183cm, 98kg,좌타,좌투,RF
805,68868,최준우,1999-03-25,176cm, 78kg,좌타,우투,B
806,69825,김창평,2000-06-14,183cm, 78kg,좌타,우투,B
807,67123,전준호,1969-02-15,180cm, 72kg,좌타,좌투,C
808,69100,구본혁,1997-01-11,177cm, 75kg,우타,우투,SS
809,69802,최경모,1996-06-17,168cm, 73kg,우타,우투,B
810,68556,정성종,1995-11-16,181cm, 88kg,좌타,우투,P
811,69306,김주형,1985-12-15,186cm, 112kg,우타,우투,SS
812,64011,안승한,1992-01-25,177cm, 89kg,우타,우투,C
813,69804,채현우,1995-11-21,182cm, 80kg,우타,우투,LF
814,69569,윌슨,1989-09-25,188cm, 84kg,우타,우투,B
815,69901,스몰린스키,1989-02-09,180cm, 95kg,우타,우투,RF
