,playerID,retroID
475,62768,62768abc
476,71347,71347abc
477,71752,71752abc
478,66740,66740abc
479,76249,76249abc
480,77248,77248abc
481,66244,66244abc
482,74729,74729abc
483,77464,77464abc
484,98144,98144abc
485,78224,78224abc
486,76232,76232abc
487,75334,75334abc
488,61700,61700abc
489,64086,64086abc
490,79215,79215abc
491,79240,79240abc
492,74206,74206abc
493,76753,76753abc
494,75808,75808abc
495,73725,73725abc
496,62234,62234abc
497,67650,67650abc
498,73606,73606abc
499,70410,70410abc
500,62415,62415abc
501,61404,61404abc
502,62404,62404abc
503,67450,67450abc
504,72443,72443abc
505,78629,78629abc
506,70756,70756abc
507,74605,74605abc
508,95436,95436abc
509,75566,75566abc
510,79456,79456abc
511,63634,63634abc
512,78603,78603abc
513,64610,64610abc
514,72466,72466abc
515,78454,78454abc
516,77648,77648abc
517,72559,72559abc
518,79465,79465abc
519,73153,73153abc
520,78517,78517abc
521,74339,74339abc
522,67024,67024abc
523,73113,73113abc
524,99810,99810abc
525,60343,60343abc
526,71837,71837abc
527,76802,76802abc
528,75847,75847abc
529,70553,70553abc
530,64006,64006abc
531,75151,75151abc
532,74846,74846abc
533,66838,66838abc
534,62895,62895abc
535,76812,76812abc
536,62802,62802abc
537,67005,67005abc
538,78135,78135abc
539,79109,79109abc
540,72133,72133abc
541,65103,65103abc
542,78168,78168abc
543,73342,73342abc
544,77463,77463abc
545,79192,79192abc
546,63913,63913abc
547,99606,99606abc
548,71842,71842abc
549,79113,79113abc
550,74215,74215abc
551,66306,66306abc
552,77564,77564abc
553,61353,61353abc
554,64300,64300abc
555,79365,79365abc
556,74823,74823abc
557,67341,67341abc
558,72456,72456abc
559,64153,64153abc
560,65399,65399abc
561,62353,62353abc
562,78513,78513abc
563,67598,67598abc
564,77532,77532abc
565,62934,62934abc
566,73306,73306abc
567,62947,62947abc
568,67935,67935abc
569,74465,74465abc
570,71564,71564abc
571,71552,71552abc
572,74540,74540abc
573,63963,63963abc
574,78813,78813abc
575,73213,73213abc
576,76509,76509abc
577,62556,62556abc
578,72546,72546abc
579,78122,78122abc
580,66508,66508abc
581,78536,78536abc
582,60558,60558abc
583,62700,62700abc
584,66749,66749abc
585,66702,66702abc
586,63257,63257abc
587,73602,73602abc
588,76267,76267abc
589,79290,79290abc
590,63704,63704abc
591,60456,60456abc
592,66606,66606abc
593,60658,60658abc
594,61197,61197abc
595,73824,73824abc
596,61104,61104abc
597,63722,63722abc
598,67827,67827abc
599,73209,73209abc
600,78217,78217abc
601,61186,61186abc
602,61102,61102abc
603,62164,62164abc
604,76746,76746abc
605,63920,63920abc
606,78288,78288abc
607,60648,60648abc
608,78467,78467abc
609,78361,78361abc
610,78548,78548abc
611,79453,79453abc
612,62864,62864abc
613,63450,63450abc
614,78753,78753abc
615,64868,64868abc
616,61869,61869abc
617,62559,62559abc
618,60523,60523abc
619,60566,60566abc
620,66965,66965abc
621,62016,62016abc
622,74358,74358abc
623,62244,62244abc
624,71565,71565abc
625,79608,79608abc
626,62907,62907abc
627,62797,62797abc
628,61591,61591abc
629,64944,64944abc
630,77609,77609abc
631,76849,76849abc
632,79705,79705abc
633,62917,62917abc
634,65412,65412abc
635,62332,62332abc
636,65898,65898abc
637,73136,73136abc
638,62007,62007abc
639,78892,78892abc
640,79300,79300abc
641,72860,72860abc
642,65506,65506abc
643,62908,62908abc
644,76100,76100abc
645,75441,75441abc
646,61208,61208abc
647,73339,73339abc
648,71432,71432abc
649,71610,71610abc
650,67504,67504abc
651,66354,66354abc
652,74163,74163abc
653,78756,78756abc
654,67454,67454abc
655,64266,64266abc
656,77243,77243abc
657,66710,66710abc
658,67644,67644abc
659,63339,63339abc
660,66209,66209abc
661,63088,63088abc
662,62265,62265abc
663,66804,66804abc
664,65115,65115abc
665,61463,61463abc
666,61742,61742abc
667,65357,65357abc
668,63636,63636abc
669,61204,61204abc
670,77454,77454abc
671,79402,79402abc
672,66968,66968abc
673,65653,65653abc
674,60805,60805abc
675,62356,62356abc
676,65464,65464abc
677,60464,60464abc
678,65513,65513abc
679,63123,63123abc
680,66406,66406abc
681,66302,66302abc
682,64724,64724abc
683,67872,67872abc
684,62927,62927abc
685,78745,78745abc
686,76368,76368abc
687,94629,94629abc
688,79130,79130abc
689,79356,79356abc
690,77462,77462abc
691,65269,65269abc
692,60667,60667abc
693,76158,76158abc
694,66657,66657abc
695,62406,62406abc
696,66707,66707abc
697,79334,79334abc
698,61743,61743abc
699,61114,61114abc
700,60100,60100abc
701,62147,62147abc
702,78566,78566abc
703,79364,79364abc
704,67449,67449abc
705,66052,66052abc
706,62925,62925abc
707,67025,67025abc
708,67092,67092abc
709,75340,75340abc
710,77848,77848abc
711,71184,71184abc
712,64346,64346abc
713,73211,73211abc
714,62499,62499abc
715,77669,77669abc
716,66704,66704abc
717,66203,66203abc
718,62884,62884abc
719,63077,63077abc
720,71118,71118abc
721,66409,66409abc
722,67202,67202abc
723,64115,64115abc
724,67304,67304abc
725,62893,62893abc
726,67646,67646abc
727,66716,66716abc
728,62025,62025abc
729,67539,67539abc
730,79150,79150abc
731,63260,63260abc
732,78148,78148abc
733,67134,67134abc
734,67006,67006abc
735,66462,66462abc
736,67394,67394abc
737,61366,61366abc
738,78643,78643abc
739,76720,76720abc
740,77263,77263abc
741,77466,77466abc
742,76869,76869abc
743,65044,65044abc
744,65096,65096abc
745,64793,64793abc
746,79198,79198abc
747,67944,67944abc
748,65157,65157abc
749,65109,65109abc
750,67893,67893abc
751,62931,62931abc
752,63903,63903abc
753,66162,66162abc
754,64706,64706abc
755,68730,68730abc
756,75125,75125abc
757,64717,64717abc
758,76313,76313abc
759,68050,68050abc
760,68103,68103abc
761,76290,76290abc
762,68525,68525abc
763,68244,68244abc
764,63202,63202abc
765,66706,66706abc
766,62409,62409abc
767,68743,68743abc
768,67640,67640abc
769,79530,79530abc
770,62929,62929abc
771,63905,63905abc
772,60605,60605abc
773,77654,77654abc
774,63559,63559abc
775,60288,60288abc
776,68904,68904abc
777,65136,65136abc
778,61962,61962abc
779,61554,61554abc
780,64504,64504abc
781,65618,65618abc
782,64560,64560abc
783,62537,62537abc
784,66207,66207abc
785,64407,64407abc
786,64657,64657abc
787,63593,63593abc
788,68901,68901abc
789,62921,62921abc
790,64469,64469abc
791,65703,65703abc
792,61865,61865abc
793,66615,66615abc
794,66917,66917abc
795,66643,66643abc
796,64012,64012abc
797,64410,64410abc
798,68330,68330abc
799,67207,67207abc
800,68119,68119abc
801,61652,61652abc
802,68912,68912abc
803,66662,66662abc
804,67610,67610abc
805,66715,66715abc
806,68245,68245abc
807,64022,64022abc
808,60184,60184abc
809,61566,61566abc
810,64117,64117abc
811,66992,66992abc
812,66864,66864abc
813,68205,68205abc
814,68345,68345abc
815,65586,65586abc
816,63360,63360abc
817,66392,66392abc
818,79231,79231abc
819,63440,63440abc
820,63448,63448abc
821,66108,66108abc
822,64984,64984abc
823,64499,64499abc
824,64166,64166abc
825,68069,68069abc
826,64906,64906abc
827,68906,68906abc
828,69209,69209abc
829,69605,69605abc
830,69150,69150abc
831,69950,69950abc
832,69453,69453abc
833,69530,69530abc
834,69737,69737abc
835,69238,69238abc
836,64004,64004abc
837,65610,65610abc
838,65643,65643abc
839,64007,64007abc
840,62558,62558abc
841,69727,69727abc
842,79234,79234abc
843,65207,65207abc
844,64646,64646abc
845,69766,69766abc
846,65515,65515abc
847,68362,68362abc
848,64468,64468abc
849,65062,65062abc
850,64164,64164abc
851,64501,64501abc
852,68614,68614abc
853,64493,64493abc
854,69203,69203abc
855,69636,69636abc
856,69517,69517abc
857,68407,68407abc
858,68700,68700abc
859,64260,64260abc
860,69442,69442abc
861,62668,62668abc
862,69508,69508abc
863,69652,69652abc
864,65304,65304abc
865,64340,64340abc
866,68868,68868abc
867,63895,63895abc
868,69825,69825abc
869,67123,67123abc
870,64803,64803abc
871,69100,69100abc
872,69802,69802abc
873,68556,68556abc
874,65905,65905abc
875,69306,69306abc
876,63558,63558abc
877,64011,64011abc
878,69804,69804abc
879,69569,69569abc
880,63703,63703abc
881,69901,69901abc
882,69165,69165abc
883,69860,69860abc
884,65869,65869abc
885,69405,69405abc
886,69418,69418abc
887,69056,69056abc
888,68646,68646abc
889,66504,66504abc
890,68518,68518abc
891,63700,63700abc
892,64014,64014abc
893,65132,65132abc
894,50506,50506abc
895,50923,50923abc
896,50468,50468abc
897,50165,50165abc
898,50300,50300abc
899,50066,50066abc
900,50458,50458abc
901,63435,63435abc
902,69439,69439abc
903,50202,50202abc
904,64100,64100abc
905,68305,68305abc
906,69702,69702abc
907,66614,66614abc
908,64704,64704abc
909,69705,69705abc
910,50854,50854abc
911,64101,64101abc
912,69995,69995abc
913,50054,50054abc
914,50293,50293abc
915,68204,68204abc
916,69403,69403abc
917,50709,50709abc
918,50707,50707abc
919,66113,66113abc
920,68346,68346abc
921,50150,50150abc
922,66928,66928abc
923,50819,50819abc
924,50208,50208abc
925,68106,68106abc
926,50304,50304abc
927,50204,50204abc
928,64890,64890abc
929,65503,65503abc
930,69992,69992abc
931,50704,50704abc
932,50357,50357abc
933,50730,50730abc
934,65362,65362abc
935,64209,64209abc
936,50350,50350abc
937,65040,65040abc
938,64213,64213abc
939,50657,50657abc
940,50600,50600abc
941,68701,68701abc
942,65522,65522abc
943,50848,50848abc
944,65462,65462abc
945,50469,50469abc
946,50802,50802abc
947,68211,68211abc
948,65514,65514abc
949,68003,68003abc
950,50365,50365abc
951,67063,67063abc
952,50868,50868abc
953,50996,50996abc
954,69706,69706abc
955,68504,68504abc
