,player,player_id,birth_date,height_weight,batting_hand,throwing_hand,position
792,채현우,69804,1995-11-21,"182cm, 80kg",우타,우투,LF
793,윌슨,69569,1989-09-25,"188cm, 84kg",우타,우투,B
794,스몰린스키,69901,1989-02-09,"180cm, 95kg",우타,우투,RF
795,페게로,69165,1987-02-22,"195cm, 117kg",좌타,좌투,B
796,김성민,69860,1994-04-26,"181cm, 90kg",좌타,좌투,SS
797,이현석,65869,1992-06-07,"175cm, 90kg",우타,우투,C
798,윌리엄슨,69405,1990-07-15,"193cm, 107kg",우타,우투,RF
799,박승규,69418,2000-09-02,"178cm, 78kg",우타,우투,LF
800,정보근,68518,1999-08-31,"175cm, 88kg",우타,우투,C
801,장운호,63700,1994-02-20,"183cm, 85kg",우타,우투,RF
802,김병희,64014,1990-12-06,"180cm, 82kg",우타,우투,B
803,김재성,65132,1996-10-30,"185cm, 85kg",좌타,우투,DH
804,마차도,50506,1992-02-22,"185cm, 91kg",우타,우투,SS
805,알테어,50923,1991-01-14,"196cm, 97kg",우타,우투,CF
806,김지찬,50458,2001-03-08,"163cm, 64kg",좌타,우투,B
807,안권수,50202,1993-04-19,"175cm, 80kg",좌타,우투,RF
808,박재욱,64100,1995-12-06,"180cm, 92kg",우타,우투,C
809,변상권,68305,1997-04-04,"180cm, 80kg",좌타,우투,CF
810,김규성,66614,1997-03-08,"183cm, 73kg",좌타,우투,B
811,조한민,69705,2000-10-20,"182cm, 77kg",우타,우투,RF
812,최지훈,50854,1997-07-23,"178cm, 82kg",좌타,우투,CF
813,한석현,64101,1994-05-17,"181cm, 73kg",좌타,좌투,LF
814,서호철,69995,1996-10-16,"179cm, 85kg",우타,우투,B
815,천성호,50054,1997-10-30,"183cm, 85kg",좌타,우투,B
816,양찬열,50293,1997-05-25,"179cm, 84kg",좌타,우투,RF
817,권민석,68204,1999-02-20,"184cm, 74kg",우타,우투,B
818,박정현,50709,2001-07-27,"183cm, 85kg",우타,우투,SS
819,최인호,50707,2000-01-30,"178cm, 82kg",좌타,우투,LF
820,김호은,66113,1992-01-03,"181cm, 87kg",좌타,우투,B
821,박준영,66928,1997-08-05,"181cm, 75kg",우타,우투,B
822,이재원,68106,1999-07-17,"192cm, 100kg",우타,우투,C
823,김병휘,50304,2001-02-16,"177cm, 79kg",우타,우투,B
824,김지수,65503,1996-10-29,"178cm, 78kg",좌타,좌투,B
825,최정원,69992,2000-06-24,"176cm, 70kg",좌타,우투,B
826,임종찬,50704,2001-09-28,"184cm, 85kg",좌타,우투,RF
827,박주홍,50357,1999-08-20,"178cm, 109kg",좌타,좌투,LF
828,반즈,50730,1986-05-15,"188cm, 95kg",우타,우투,B
829,송우현,65362,1996-12-27,"181cm, 78kg",좌타,좌투,RF
830,한동희,68525,1999-06-01,"181cm, 99kg",우타,우투,B
831,마차도,50506,1992-02-22,"185cm, 91kg",우타,우투,SS
832,양의지,76232,1987-06-05,"179cm, 85kg",우타,우투,C
833,강진성,62925,1993-10-19,"180cm, 81kg",우타,우투,B
834,박석민,74465,1985-06-22,"178cm, 88kg",우타,우투,B
835,노진혁,62931,1989-07-15,"184cm, 80kg",좌타,우투,B
836,알테어,50923,1991-01-14,"196cm, 97kg",우타,우투,CF
837,김형준,68912,1999-11-02,"187cm, 98kg",우타,우투,C
838,박민우,62907,1993-02-06,"185cm, 80kg",좌타,우투,B
839,이명기,76849,1987-12-26,"183cm, 80kg",좌타,좌투,RF
840,안치홍,79608,1990-07-02,"178cm, 94kg",우타,우투,B
841,민병헌,76249,1987-03-10,"178cm, 87kg",우타,우투,CF
842,김준태,62558,1994-07-31,"175cm, 91kg",좌타,우투,C
843,정훈,60523,1987-07-18,"180cm, 85kg",우타,우투,CF
844,나성범,62947,1989-10-03,"183cm, 100kg",좌타,좌투,RF
845,손아섭,77532,1988-03-18,"174cm, 84kg",좌타,우투,RF
846,전준우,78513,1986-02-25,"184cm, 91kg",우타,우투,LF
847,이대호,71564,1982-06-21,"194cm, 100kg",우타,우투,DH
848,서건창,78168,1989-08-22,"176cm, 84kg",좌타,우투,B
849,김하성,64300,1995-10-17,"175cm, 76kg",우타,우투,SS
850,러셀,50350,1994-01-23,"183cm, 88kg",우타,우투,SS
851,박건우,79215,1990-09-08,"184cm, 80kg",우타,우투,CF
852,페르난데스,69209,1988-04-27,"178cm, 83kg",좌타,우투,DH
853,오재일,75334,1986-10-29,"187cm, 95kg",좌타,좌투,B
854,김재환,78224,1988-09-22,"183cm, 90kg",좌타,우투,LF
855,최주환,76267,1988-02-28,"178cm, 73kg",좌타,우투,DH
856,이정후,67341,1998-08-20,"185cm, 78kg",좌타,우투,CF
857,박병호,75125,1986-07-10,"185cm, 107kg",우타,우투,B
858,박동원,79365,1990-04-07,"178cm, 92kg",우타,우투,C
859,김혜성,67304,1999-01-27,"179cm, 78kg",좌타,우투,B
860,허경민,79240,1990-08-26,"176cm, 69kg",우타,우투,B
861,김재호,74206,1985-03-21,"181cm, 75kg",우타,우투,SS
862,정수빈,79231,1990-10-07,"175cm, 70kg",좌타,좌투,CF
863,정상호,71842,1982-12-24,"187cm, 100kg",우타,우투,C
864,허정협,65399,1990-02-17,"184cm, 92kg",우타,우투,LF
865,박준태,64657,1991-07-26,"181cm, 75kg",좌타,우투,CF
866,김인태,63257,1994-07-03,"178cm, 78kg",좌타,좌투,RF
867,박세혁,62244,1990-01-09,"181cm, 86kg",좌타,우투,C
868,이용규,74163,1985-08-26,"175cm, 70kg",좌타,좌투,LF
869,하주석,62700,1994-02-25,"184cm, 84kg",좌타,우투,SS
870,반즈,50730,1986-05-15,"188cm, 95kg",우타,우투,B
871,최진행,74729,1985-08-17,"188cm, 100kg",우타,우투,LF
872,오선진,78756,1989-07-07,"178cm, 80kg",우타,우투,B
873,김상수,79402,1990-03-23,"175cm, 68kg",우타,우투,B
874,박승규,69418,2000-09-02,"178cm, 78kg",우타,우투,LF
875,구자욱,62404,1993-02-12,"189cm, 75kg",좌타,우투,RF
876,이원석,75566,1999-03-31,"177cm, 70kg",우타,우투,B
877,이학주,69453,1990-11-04,"187cm, 87kg",좌타,우투,SS
878,이성규,66409,1993-08-03,"178cm, 82kg",우타,우투,B
879,김호재,64407,1995-05-31,"178cm, 72kg",우타,우투,B
880,강민호,74540,1985-08-18,"185cm, 100kg",우타,우투,C
881,박해민,62415,1990-02-24,"180cm, 75kg",좌타,우투,CF
882,김태균,71752,1982-05-29,"185cm, 110kg",우타,우투,DH
883,강경학,61700,1992-08-11,"180cm, 72kg",좌타,우투,B
884,최재훈,78288,1989-08-27,"178cm, 76kg",우타,우투,C
885,송준석,64469,1994-05-04,"176cm, 78kg",좌타,좌투,RF
886,이성곤,64266,1992-03-25,"186cm, 93kg",좌타,우투,B
887,김지찬,50458,2001-03-08,"163cm, 64kg",좌타,우투,B
888,홍창기,66108,1993-11-21,"189cm, 94kg",좌타,우투,CF
889,오지환,79109,1990-03-12,"186cm, 80kg",좌타,우투,SS
890,채은성,79192,1990-02-06,"186cm, 92kg",우타,우투,RF
891,김현수,76290,2000-07-10,"185cm, 90kg",우타,우투,LF
892,김민성,77564,1988-12-17,"181cm, 94kg",우타,우투,B
893,이형종,78135,1989-06-07,"183cm, 80kg",우타,우투,CF
894,최지훈,50854,1997-07-23,"178cm, 82kg",좌타,우투,CF
895,최정,75847,1987-02-28,"180cm, 90kg",우타,우투,B
896,로맥,67872,1985-09-30,"188cm, 100kg",우타,우투,B
897,유강남,61102,1992-07-15,"182cm, 88kg",우타,우투,C
898,정주현,79150,1990-10-13,"176cm, 76kg",우타,우투,B
899,채태인,77463,1982-10-11,"187cm, 94kg",좌타,좌투,B
900,오준혁,61743,1992-03-11,"187cm, 80kg",좌타,우투,DH
901,최준우,68868,1999-03-25,"176cm, 78kg",좌타,우투,B
902,이재원,76812,1999-07-17,"192cm, 100kg",우타,우투,C
903,김성현,76802,1987-03-09,"172cm, 72kg",우타,우투,B
904,윤석민,74215,1986-07-24,"185cm, 90kg",우타,우투,DH
905,이현석,65869,1992-06-07,"175cm, 90kg",우타,우투,C
906,정현,63450,1994-06-01,"181cm, 80kg",우타,우투,SS
907,구본혁,69100,1997-01-11,"177cm, 75kg",우타,우투,SS
908,신민재,65207,1996-01-21,"171cm, 64kg",양타,우투,CF
909,김호은,66113,1992-01-03,"181cm, 87kg",좌타,우투,B
910,김강민,71837,1982-09-13,"182cm, 85kg",우타,우투,CF
911,노시환,69737,2000-12-03,"185cm, 96kg",우타,우투,B
912,박찬도,62409,1989-02-22,"185cm, 75kg",좌타,우투,RF
913,정은원,68743,2000-01-17,"177cm, 78kg",좌타,우투,B
914,임종찬,50704,2001-09-28,"184cm, 85kg",좌타,우투,RF
915,조용호,64868,1989-09-09,"170cm, 75kg",좌타,우투,RF
916,황재균,76313,1987-07-28,"183cm, 96kg",우타,우투,B
917,로하스,67025,1990-05-24,"188cm, 102kg",양타,우투,RF
918,강백호,68050,1999-07-29,"184cm, 98kg",좌타,우투,B
919,유한준,74339,1981-07-01,"186cm, 97kg",우타,우투,RF
920,배정대,64166,1995-06-12,"185cm, 80kg",우타,우투,CF
921,이창진,64560,1991-03-04,"173cm, 85kg",우타,우투,CF
922,터커,69652,1990-07-06,"183cm, 98kg",좌타,좌투,RF
923,최형우,72443,1983-12-16,"179cm, 106kg",좌타,우투,LF
924,박경수,73113,1984-03-31,"178cm, 80kg",우타,우투,B
925,장성우,78548,1990-01-17,"187cm, 100kg",우타,우투,C
926,심우준,64006,1995-04-28,"183cm, 75kg",우타,우투,SS
927,나지완,78629,1985-05-19,"182cm, 105kg",우타,우투,DH
928,김민식,62864,1989-06-28,"180cm, 80kg",좌타,우투,C
929,유민상,62265,1989-04-13,"186cm, 101kg",좌타,우투,B
930,나주환,73209,1984-06-14,"180cm, 84kg",우타,우투,SS
931,박찬호,64646,1995-06-05,"178cm, 72kg",우타,우투,SS
932,김규성,66614,1997-03-08,"183cm, 73kg",좌타,우투,B
933,최정용,65464,1996-10-24,"178cm, 75kg",좌타,우투,B
934,백용환,78643,1989-03-20,"180cm, 95kg",우타,우투,C
935,김민혁,64004,1995-11-21,"181cm, 71kg",좌타,우투,LF
936,최원준,66606,1997-03-23,"178cm, 81kg",좌타,우투,RF
937,이성우,71184,1981-09-01,"180cm, 91kg",우타,우투,C
938,고종욱,61353,1989-01-11,"184cm, 83kg",좌타,우투,LF
939,박주홍,50357,1999-08-20,"178cm, 109kg",좌타,좌투,LF
940,장승현,63202,1994-03-07,"184cm, 86kg",우타,우투,C
941,오재원,77248,1985-02-09,"185cm, 75kg",좌타,우투,B
942,노수광,63704,1990-08-06,"180cm, 80kg",좌타,우투,CF
943,이해창,60343,1987-05-11,"184cm, 85kg",우타,우투,C
944,한승택,63722,1994-06-21,"174cm, 83kg",우타,우투,C
945,정보근,68518,1999-08-31,"175cm, 88kg",우타,우투,C
946,김성욱,62934,1993-05-01,"181cm, 83kg",우타,우투,CF
947,권희동,63963,1990-12-30,"177cm, 85kg",우타,우투,LF
948,지석훈,73306,1984-03-17,"181cm, 74kg",우타,우투,SS
949,김태훈,65040,1996-03-31,"177cm, 78kg",좌타,우투,DH
950,송민섭,64012,1991-08-02,"177cm, 80kg",우타,우투,RF
951,김웅빈,65898,1996-02-09,"181cm, 84kg",좌타,우투,B
952,전병우,65586,1992-10-24,"182cm, 90kg",우타,우투,B
953,주효상,66354,1997-11-11,"182cm, 85kg",좌타,우투,C
954,김민수,64793,1992-07-24,"188cm, 80kg",우타,우투,C
955,김재현,64499,1987-11-07,"175cm, 72kg",양타,우투,LF
956,이지영,79456,1986-02-27,"178cm, 83kg",우타,우투,C
957,김선빈,78603,1989-12-18,"165cm, 77kg",우타,우투,SS
958,신본기,62556,1989-03-21,"179cm, 88kg",우타,우투,SS
959,오선우,69636,1996-12-13,"186cm, 95kg",좌타,좌투,RF
960,모창민,78813,1985-05-08,"188cm, 89kg",우타,우투,B
961,최용제,64213,1991-07-12,"182cm, 90kg",우타,우투,C
962,최정원,69992,2000-06-24,"176cm, 70kg",좌타,우투,B
963,이상호,60566,1989-02-05,"180cm, 82kg",우타,우투,B
964,안권수,50202,1993-04-19,"175cm, 80kg",좌타,우투,RF
965,천성호,50054,1997-10-30,"183cm, 85kg",좌타,우투,B
966,허도환,77243,1984-07-31,"176cm, 87kg",우타,우투,C
967,박승욱,62802,1992-12-04,"184cm, 85kg",좌타,우투,SS
968,김준완,63920,1991-01-20,"174cm, 74kg",좌타,우투,RF
969,이유찬,67207,1998-08-05,"175cm, 68kg",우타,우투,B
970,김동엽,66838,1990-07-24,"186cm, 101kg",우타,우투,DH
971,김용의,78217,1985-08-20,"187cm, 74kg",좌타,우투,CF
972,김호령,65653,1992-04-30,"178cm, 85kg",우타,우투,CF
973,김경호,64260,1995-07-31,"180cm, 68kg",좌타,우투,LF
974,강민국,64906,1992-01-10,"176cm, 80kg",우타,우투,SS
975,박계범,64468,1996-01-11,"177cm, 84kg",우타,우투,SS
976,이흥련,63440,1989-05-16,"183cm, 91kg",우타,우투,C
977,김재현,76869,1987-11-07,"175cm, 72kg",양타,우투,LF
978,김동한,61204,1988-06-24,"175cm, 73kg",우타,우투,B
979,김헌곤,61404,1988-11-09,"174cm, 81kg",우타,우투,LF
980,김재유,65506,1992-08-07,"181cm, 77kg",좌타,우투,CF
981,허일,61566,1992-11-20,"177cm, 88kg",좌타,우투,CF
982,이원재,62025,1989-05-20,"186cm, 86kg",좌타,우투,LF
983,김도환,69442,2000-04-14,"178cm, 90kg",우타,우투,C
984,최항,62884,1994-01-03,"183cm, 88kg",좌타,우투,B
985,박준영,66928,1997-08-05,"181cm, 75kg",우타,우투,B
986,김찬형,66917,1997-12-29,"182cm, 80kg",우타,우투,B
987,이우성,63260,1994-07-17,"182cm, 95kg",우타,우투,LF
988,박정음,62353,1989-04-15,"175cm, 77kg",좌타,좌투,CF
989,박용택,72133,1979-04-21,"185cm, 90kg",좌타,우투,LF
990,오태곤,60558,1991-11-18,"186cm, 88kg",우타,우투,B
991,홍종표,50600,2000-05-02,"178cm, 72kg",좌타,우투,B
992,송우현,65362,1996-12-27,"181cm, 78kg",좌타,좌투,RF
993,이홍구,63634,1990-12-11,"180cm, 95kg",우타,우투,C
994,김태군,78122,1989-12-30,"182cm, 92kg",우타,우투,C
995,최인호,50707,2000-01-30,"178cm, 82kg",좌타,우투,LF
996,송광민,76753,1983-06-24,"184cm, 90kg",우타,우투,B
997,정진호,61208,1988-10-02,"185cm, 78kg",좌타,우투,RF
998,임병욱,64346,1995-09-30,"185cm, 84kg",좌타,우투,CF
999,박상언,66707,1997-03-03,"185cm, 75kg",우타,우투,C
1000,김성민,50848,1994-04-26,"181cm, 90kg",좌타,좌투,SS
1001,박정현,50709,2001-07-27,"183cm, 85kg",우타,우투,SS
1002,이진영,66657,1997-07-21,"183cm, 89kg",우타,우투,DH
1003,정근우,75808,1982-10-02,"172cm, 80kg",우타,우투,B
1004,고장혁,63636,1990-01-08,"183cm, 93kg",우타,우투,B
1005,신성현,64086,1990-10-19,"183cm, 92kg",우타,우투,
1006,김기환,65462,1995-08-25,"182cm, 74kg",좌타,우투,CF
1007,황대인,65610,1996-02-10,"178cm, 100kg",우타,우투,B
1008,변상권,68305,1997-04-04,"180cm, 80kg",좌타,우투,CF
1009,이재원,68106,1999-07-17,"192cm, 100kg",우타,우투,C
1010,김주형,69306,1985-12-15,"186cm, 112kg",우타,우투,SS
1011,백동훈,63559,1990-09-16,"184cm, 98kg",우타,우투,RF
1012,서예일,66203,1993-06-19,"178cm, 83kg",좌타,우투,B
1013,이성열,73136,1984-07-13,"185cm, 102kg",좌타,우투,RF
1014,팔카,50469,1991-10-28,"188cm, 104kg",좌타,좌투,DH
1015,권민석,68204,1999-02-20,"184cm, 74kg",우타,우투,B
1016,최정민,62893,1989-06-02,"177cm, 72kg",좌타,우투,CF
1017,정의윤,75151,1986-07-25,"185cm, 90kg",우타,우투,DH
1018,황윤호,62908,1993-09-22,"177cm, 78kg",우타,우투,B
1019,김규민,62356,1993-01-26,"188cm, 85kg",좌타,좌투,LF
1020,양석환,64153,1991-07-15,"185cm, 90kg",우타,우투,B
1021,조수행,66209,1993-08-30,"178cm, 73kg",좌타,우투,CF
1022,홍현빈,67005,1997-08-29,"174cm, 70kg",좌타,우투,CF
1023,이병규,76100,1974-10-25,"185cm, 85kg",좌타,좌투,DH
1024,박재욱,64100,1995-12-06,"180cm, 92kg",우타,우투,C
1025,양찬열,50293,1997-05-25,"179cm, 84kg",좌타,우투,RF
1026,남태혁,66052,1991-03-13,"187cm, 107kg",우타,우투,B
1027,박성한,67893,1998-03-30,"180cm, 77kg",좌타,우투,SS
1028,김태진,64984,1995-10-07,"170cm, 75kg",좌타,우투,B
1029,이천웅,61186,1988-10-20,"182cm, 83kg",좌타,좌투,CF
1030,강태율,65514,1996-11-01,"180cm, 88kg",우타,우투,C
1031,도태훈,66965,1993-03-18,"184cm, 85kg",좌타,우투,B
1032,문상철,64007,1991-04-06,"184cm, 85kg",우타,우투,B
1033,김병희,64014,1990-12-06,"180cm, 82kg",우타,우투,B
1034,강한울,64610,1991-09-12,"181cm, 66kg",좌타,우투,B
1035,채현우,69804,1995-11-21,"182cm, 80kg",우타,우투,LF
1036,김창평,69825,2000-06-14,"183cm, 78kg",좌타,우투,B
1037,김재현,62332,1987-11-07,"175cm, 72kg",양타,우투,LF
1038,김성윤,67449,1999-02-02,"163cm, 62kg",좌타,좌투,CF
1039,문찬종,50365,1991-03-23,"183cm, 83kg",양타,우투,SS
1040,이재율,66968,1993-05-02,"185cm, 75kg",좌타,좌투,N
1041,김민준,63339,1994-02-12,"175cm, 75kg",우타,우투,CF
1042,김민하,61554,1989-02-25,"181cm, 88kg",우타,우투,RF
1043,최영진,61197,1988-05-10,"185cm, 87kg",우타,우투,B
1044,이도윤,65703,1996-10-07,"173cm, 71kg",좌타,우투,SS
1045,조한민,69705,2000-10-20,"182cm, 77kg",우타,우투,RF
1046,정주후,65096,1995-06-26,"180cm, 67kg",좌타,우투,B
1047,윤수강,62537,1990-02-22,"181cm, 96kg",우타,우투,C
1048,권정웅,65412,1992-11-15,"180cm, 88kg",우타,우투,C
1049,김지수,65503,1996-10-29,"178cm, 78kg",좌타,좌투,B
1050,배성근,64501,1995-04-27,"181cm, 76kg",우타,우투,SS
1051,장운호,63700,1994-02-20,"183cm, 85kg",우타,우투,RF
1052,김민수,67504,1992-07-24,"188cm, 80kg",우타,우투,C
1053,허관회,69706,1999-02-12,"176cm, 83kg",우타,우투,C
1054,이호연,68504,1995-06-03,"177cm, 87kg",좌타,우투,SS
