player_team,player_number,player_name,pitcher_batting,birth_date,height_weight
HH,3,수베로,우투양타,1972-06-15,"185cm, 84kg"
HH,70,로사도,좌투좌타,1974-11-09,"183cm, 88kg"
HH,71,이대진,우투우타,1974-06-09,"180cm, 83kg"
HH,72,박승민,우언우타,1977-03-18,"186cm, 90kg"
HH,74,최윤석,우투우타,1987-03-28,"173cm, 75kg"
HH,78,전상렬,좌투좌타,1972-06-12,"174cm, 77kg"
HH,82,박윤,좌투좌타,1988-03-07,"180cm, 95kg"
HH,86,김남형,우투우타,1988-05-08,"177cm, 75kg"
HH,88,케네디,우투우타,1969-01-23,"178cm, 79kg"
HH,90,김정민,우투우타,1970-03-15,"184cm, 83kg"
HH,20,페냐,우투우타,1990-01-25,"188cm, 99kg"
HH,26,한승혁,우투좌타,1993-01-03,"185cm, 100kg"
HH,28,장시환,우투우타,1987-11-01,"184cm, 97kg"
HH,32,윤산흠,우투우타,1999-05-15,"178cm, 74kg"
HH,34,스미스,우투우타,1990-04-12,"193cm, 102kg"
HH,46,이태양,우투좌타,1990-07-03,"192cm, 97kg"
HH,47,김범수,좌투좌타,1995-10-03,"181cm, 92kg"
HH,53,김민우,우투우타,1995-07-25,"186cm, 123kg"
HH,55,강재민,우투우타,1997-04-03,"180cm, 89kg"
HH,57,정우람,좌투좌타,1985-06-01,"181cm, 83kg"
HH,59,한승주,우투우타,2001-03-17,"184cm, 83kg"
HH,66,주현상,우투우타,1992-08-10,"177cm, 92kg"
HH,13,최재훈,우투우타,1989-08-27,"178cm, 94kg"
HH,42,박상언,우투우타,1997-03-03,"185cm, 90kg"
HH,6,오선진,우투우타,1989-07-07,"178cm, 80kg"
HH,8,노시환,우투우타,2000-12-03,"185cm, 105kg"
HH,9,박정현,우투우타,2001-07-27,"183cm, 80kg"
HH,25,김태연,우투우타,1997-06-10,"178cm, 96kg"
HH,37,김인환,우투좌타,1994-01-28,"186cm, 100kg"
HH,43,정은원,우투좌타,2000-01-17,"177cm, 84kg"
HH,64,문현빈,우투좌타,2004-04-20,"174cm, 82kg"
HH,12,오그레디,우투좌타,1992-05-17,"188cm, 97kg"
HH,14,이명기,좌투좌타,1987-12-26,"183cm, 87kg"
HH,17,노수광,우투좌타,1990-08-06,"180cm, 77kg"
HH,22,채은성,우투우타,1990-02-06,"186cm, 92kg"
HH,33,유로결,우투우타,2000-05-30,"186cm, 83kg"
HH,50,이원석,우투우타,1999-03-31,"177cm, 69kg"
HH,65,유상빈,좌투좌타,2000-05-09,"181cm, 81kg"
