player_team,player_number,player_name,pitcher_batting,birth_date,height_weight
WO,78,홍원기,우투우타,1973-06-05,"187cm, 95kg"
WO,71,박재상,좌투좌타,1982-07-20,"178cm, 83kg"
WO,72,김창현,우투우타,1985-07-01,"178cm, 72kg"
WO,73,오윤,우투우타,1981-09-08,"186cm, 98kg"
WO,76,김일경,우투우타,1978-07-01,"178cm, 68kg"
WO,77,강병식,우투좌타,1977-04-23,"182cm, 85kg"
WO,79,송신영,우투우타,1977-03-01,"180cm, 90kg"
WO,85,박정배,우투우타,1982-04-01,"180cm, 90kg"
WO,86,김지수,우투우타,1986-08-23,"180cm, 82kg"
WO,89,박도현,우투우타,1983-04-12,"183cm, 107kg"
WO,0,박주성,우투우타,2000-11-09,"181cm, 95kg"
WO,8,애플러,우투우타,1993-01-05,"196cm, 104kg"
WO,17,김태훈,우투우타,1992-03-02,"187cm, 97kg"
WO,21,문성현,우투우타,1991-11-09,"180cm, 87kg"
WO,28,김재웅,좌투좌타,1998-10-22,"174cm, 83kg"
WO,34,김성진,우투좌타,1997-11-14,"183cm, 80kg"
WO,41,안우진,우투우타,1999-08-30,"192cm, 92kg"
WO,43,요키시,좌투우타,1989-07-29,"188cm, 93kg"
WO,47,이승호,좌투좌타,1999-02-08,"187cm, 95kg"
WO,50,하영민,우투우타,1995-05-07,"180cm, 81kg"
WO,61,장재영,우투우타,2002-05-10,"188cm, 87kg"
WO,93,김준형,우투우타,2002-07-12,"182cm, 84kg"
WO,94,노운현,우투우타,2003-06-22,"186cm, 80kg"
WO,32,김재현,우투우타,1993-03-18,"178cm, 90kg"
WO,56,이지영,우투우타,1986-02-27,"177cm, 88kg"
WO,,이명기,우투우타,2000-01-03,"186cm, 105kg"
WO,3,김혜성,우투좌타,1999-01-27,"180cm, 80kg"
WO,5,신준우,우투우타,2001-06-21,"176cm, 83kg"
WO,6,김주형,우투우타,1996-03-05,"176cm, 80kg"
WO,13,전병우,우투우타,1992-10-24,"182cm, 90kg"
WO,24,송성문,우투좌타,1996-08-29,"183cm, 86kg"
WO,33,김휘집,우투우타,2002-01-01,"181cm, 87kg"
WO,9,이병규,우투좌타,1994-10-05,"175cm, 73kg"
WO,19,이용규,좌투좌타,1985-08-26,"170cm, 70kg"
WO,48,박찬혁,우투우타,2003-04-25,"180cm, 84kg"
WO,51,이정후,우투좌타,1998-08-20,"185cm, 88kg"
WO,53,예진원,좌투좌타,1999-03-16,"174cm, 82kg"
WO,66,푸이그,우투우타,1990-12-07,"188cm, 108kg"
