player_team,player_number,player_name,pitcher_batting,birth_date,height_weight
LG,85,염경엽,우투우타,1968-03-01,"178cm, 65kg"
LG,70,이호준,우투우타,1976-02-08,"187cm, 95kg"
LG,71,김경태,좌투좌타,1975-11-06,"178cm, 75kg"
LG,72,김민호,우투우타,1969-03-19,"181cm, 81kg"
LG,73,김일경,우투우타,1978-07-01,"178cm, 68kg"
LG,77,이종범,우투우타,1970-08-15,"178cm, 73kg"
LG,80,박경완,우투우타,1972-07-11,"178cm, 76kg"
LG,81,김정준,우투우타,1970-02-11,"181cm, 84kg"
LG,97,모창민,우투우타,1985-05-08,"188cm, 89kg"
LG,99,김광삼,우투좌타,1980-08-15,"184cm, 90kg"
LG,1,임찬규,우투우타,1992-11-20,"185cm, 80kg"
LG,3,켈리,우투우타,1989-10-04,"191cm, 98kg"
LG,11,함덕주,좌투좌타,1995-01-13,"181cm, 78kg"
LG,18,정우영,우언우타,1999-08-19,"193cm, 85kg"
LG,21,진해수,좌투좌타,1986-06-26,"187cm, 85kg"
LG,31,이정용,우투우타,1996-03-26,"186cm, 85kg"
LG,39,박명근,우언우타,2004-03-27,"174cm, 75kg"
LG,42,김진성,우투우타,1985-03-07,"186cm, 92kg"
LG,45,플럿코,우투우타,1991-10-03,"190cm, 95kg"
LG,47,김윤식,좌투좌타,2000-04-03,"181cm, 83kg"
LG,48,송승기,좌투좌타,2002-04-10,"181cm, 90kg"
LG,54,유영찬,우투우타,1997-03-07,"185cm, 90kg"
LG,61,백승현,우투우타,1995-05-26,"183cm, 78kg"
LG,12,김기연,우투우타,1997-09-07,"178cm, 95kg"
LG,27,박동원,우투우타,1990-04-07,"178cm, 92kg"
LG,2,문보경,우투좌타,2000-07-19,"182cm, 89kg"
LG,5,김주성,우투우타,1998-01-30,"180cm, 81kg"
LG,10,오지환,우투좌타,1990-03-12,"186cm, 80kg"
LG,14,서건창,우투좌타,1989-08-22,"176cm, 84kg"
LG,16,김민성,우투우타,1988-12-17,"181cm, 94kg"
LG,66,송찬의,우투우타,1999-02-20,"182cm, 77kg"
LG,4,신민재,우투좌타,1996-01-21,"171cm, 67kg"
LG,8,문성주,좌투좌타,1997-02-20,"175cm, 78kg"
LG,17,박해민,우투좌타,1990-02-24,"180cm, 75kg"
LG,22,김현수,우투좌타,1988-01-12,"188cm, 100kg"
LG,23,오스틴,우투우타,1993-10-14,"183cm, 97kg"
LG,32,이천웅,좌투좌타,1988-10-20,"182cm, 90kg"
LG,51,홍창기,우투좌타,1993-11-21,"189cm, 94kg"
