,player_id,player_name,birth_date,throwing_hand,batting_hand,position
514,99810,이진영,1980-06-15,좌투,좌타,우익수
515,60343,이해창,1987-05-11,우투,우타,포수
516,71837,김강민,1982-09-13,우투,우타,중견수
517,76802,김성현,1987-03-09,우투,우타,유격수
518,75847,최정,1987-02-28,우투,우타,3루수
519,70553,박기혁,1981-06-04,우투,우타,유격수
520,64006,심우준,1995-04-28,우투,우타,유격수
521,75151,정의윤,1986-07-25,우투,우타,지명타자
522,74846,박정권,1981-07-21,좌투,좌타,1루수
523,66838,김동엽,1990-07-24,우투,우타,지명타자
524,62895,한동민,1989-08-09,우투,좌타,우익수
525,76812,이재원,1988-02-24,우투,우타,포수
526,62802,박승욱,1992-12-04,우투,좌타,유격수
527,67005,홍현빈,1997-08-29,우투,좌타,우익수
528,78135,이형종,1989-06-07,우투,우타,좌익수
529,79109,오지환,1990-03-12,우투,좌타,유격수
530,72133,박용택,1979-04-21,우투,좌타,좌익수
531,78168,서건창,1989-08-22,우투,좌타,2루수
