,player_id,retro_id
475,74729,74729abc
476,77464,77464abc
477,98144,98144abc
478,78224,78224abc
479,76232,76232abc
480,75334,75334abc
481,61700,61700abc
482,64086,64086abc
483,79215,79215abc
484,79240,79240abc
485,74206,74206abc
486,75808,75808abc
487,73725,73725abc
488,62234,62234abc
489,67650,67650abc
490,73606,73606abc
491,70410,70410abc
492,62415,62415abc
493,61404,61404abc
494,62404,62404abc
495,67450,67450abc
496,72443,72443abc
497,78629,78629abc
498,70756,70756abc
499,74605,74605abc
500,95436,95436abc
501,75566,75566abc
502,79456,79456abc
503,63634,63634abc
504,78603,78603abc
505,64610,64610abc
506,72466,72466abc
507,78454,78454abc
508,77648,77648abc
509,72559,72559abc
510,79465,79465abc
511,73153,73153abc
512,74339,74339abc
513,73113,73113abc
514,99810,99810abc
515,60343,60343abc
516,71837,71837abc
517,76802,76802abc
518,75847,75847abc
519,70553,70553abc
520,64006,64006abc
521,75151,75151abc
522,74846,74846abc
523,66838,66838abc
524,62895,62895abc
525,76812,76812abc
526,62802,62802abc
527,67005,67005abc
528,78135,78135abc
529,79109,79109abc
530,72133,72133abc
531,78168,78168abc
532,73342,73342abc
533,77463,77463abc
534,79192,79192abc
535,63913,63913abc
536,99606,99606abc
537,71842,71842abc
538,79113,79113abc
539,74215,74215abc
540,77564,77564abc
541,61353,61353abc
542,64300,64300abc
543,79365,79365abc
544,74823,74823abc
545,67341,67341abc
546,72456,72456abc
547,64153,64153abc
548,65399,65399abc
549,62353,62353abc
550,78513,78513abc
551,67598,67598abc
552,77532,77532abc
553,62934,62934abc
554,73306,73306abc
555,62947,62947abc
556,67935,67935abc
557,74465,74465abc
558,71564,71564abc
559,71552,71552abc
560,74540,74540abc
561,63963,63963abc
562,78813,78813abc
563,73213,73213abc
564,76509,76509abc
565,62556,62556abc
566,72546,72546abc
567,78122,78122abc
568,66508,66508abc
569,60558,60558abc
570,62700,62700abc
571,66749,66749abc
572,66702,66702abc
573,63257,63257abc
574,73602,73602abc
575,76267,76267abc
576,79290,79290abc
577,63704,63704abc
578,60456,60456abc
579,66606,66606abc
580,60658,60658abc
581,61197,61197abc
582,73824,73824abc
583,61104,61104abc
584,63722,63722abc
585,73209,73209abc
586,78217,78217abc
587,61186,61186abc
588,61102,61102abc
589,62164,62164abc
590,63920,63920abc
591,78288,78288abc
592,60648,60648abc
593,78467,78467abc
594,78361,78361abc
595,78548,78548abc
596,79453,79453abc
597,62864,62864abc
598,63450,63450abc
599,78753,78753abc
600,64868,64868abc
601,61869,61869abc
602,62559,62559abc
603,60523,60523abc
604,60566,60566abc
605,66965,66965abc
606,62016,62016abc
607,74358,74358abc
608,62244,62244abc
609,71565,71565abc
610,79608,79608abc
611,62907,62907abc
612,62797,62797abc
613,61591,61591abc
614,64944,64944abc
615,77609,77609abc
616,76849,76849abc
617,79705,79705abc
618,62917,62917abc
619,65412,65412abc
620,62332,62332abc
621,65898,65898abc
622,73136,73136abc
623,62007,62007abc
624,78892,78892abc
625,79300,79300abc
626,72860,72860abc
627,65506,65506abc
628,76100,76100abc
629,75441,75441abc
630,61208,61208abc
631,73339,73339abc
632,71432,71432abc
633,71610,71610abc
634,67504,67504abc
635,66354,66354abc
636,74163,74163abc
637,78756,78756abc
638,67454,67454abc
639,64266,64266abc
640,77243,77243abc
641,66710,66710abc
642,67644,67644abc
643,63339,63339abc
644,66209,66209abc
645,63088,63088abc
646,62265,62265abc
647,66804,66804abc
648,65115,65115abc
649,61463,61463abc
650,61742,61742abc
651,65357,65357abc
652,63636,63636abc
653,61204,61204abc
654,77454,77454abc
655,79402,79402abc
656,66968,66968abc
657,65653,65653abc
658,60805,60805abc
659,62356,62356abc
660,65464,65464abc
661,60464,60464abc
662,65513,65513abc
663,63123,63123abc
664,66406,66406abc
665,66302,66302abc
666,67872,67872abc
667,62927,62927abc
668,78745,78745abc
669,76368,76368abc
670,94629,94629abc
671,79356,79356abc
672,77462,77462abc
673,65269,65269abc
674,60667,60667abc
675,76158,76158abc
676,66657,66657abc
677,62406,62406abc
678,66707,66707abc
679,79334,79334abc
680,61743,61743abc
681,61114,61114abc
682,60100,60100abc
683,62147,62147abc
684,78566,78566abc
685,79364,79364abc
686,67449,67449abc
687,66052,66052abc
688,62925,62925abc
689,67025,67025abc
690,67092,67092abc
691,77848,77848abc
692,71184,71184abc
693,64346,64346abc
694,62499,62499abc
695,77669,77669abc
696,66704,66704abc
697,66203,66203abc
698,62884,62884abc
699,63077,63077abc
700,66409,66409abc
701,67202,67202abc
702,64115,64115abc
703,67304,67304abc
704,62893,62893abc
705,66716,66716abc
706,62025,62025abc
707,67539,67539abc
708,79150,79150abc
709,63260,63260abc
710,67006,67006abc
711,66462,66462abc
712,67394,67394abc
713,61366,61366abc
714,78643,78643abc
715,76720,76720abc
716,77466,77466abc
717,76869,76869abc
718,65044,65044abc
719,65096,65096abc
720,64793,64793abc
721,79198,79198abc
722,67944,67944abc
723,65157,65157abc
724,65109,65109abc
725,67893,67893abc
726,62931,62931abc
727,63903,63903abc
728,66162,66162abc
729,64706,64706abc
730,68730,68730abc
731,75125,75125abc
732,64717,64717abc
733,76313,76313abc
734,68103,68103abc
735,76290,76290abc
736,68525,68525abc
737,68244,68244abc
738,63202,63202abc
739,66706,66706abc
740,62409,62409abc
741,68743,68743abc
742,79530,79530abc
743,63905,63905abc
744,60605,60605abc
745,77654,77654abc
746,63559,63559abc
747,60288,60288abc
748,68904,68904abc
749,65136,65136abc
750,61554,61554abc
751,64504,64504abc
752,64560,64560abc
753,62537,62537abc
754,66207,66207abc
755,64407,64407abc
756,64657,64657abc
757,63593,63593abc
758,68901,68901abc
759,62921,62921abc
760,64469,64469abc
761,65703,65703abc
762,66615,66615abc
763,66917,66917abc
764,64012,64012abc
765,64410,64410abc
766,68330,68330abc
767,67207,67207abc
768,68119,68119abc
769,61652,61652abc
770,68912,68912abc
771,66662,66662abc
772,67610,67610abc
773,66715,66715abc
774,68245,68245abc
775,64022,64022abc
776,60184,60184abc
777,61566,61566abc
778,64117,64117abc
779,66992,66992abc
780,66864,66864abc
781,68205,68205abc
782,68345,68345abc
783,65586,65586abc
784,63360,63360abc
785,66392,66392abc
786,79231,79231abc
787,63440,63440abc
788,63448,63448abc
789,66108,66108abc
790,64984,64984abc
791,64499,64499abc
792,64166,64166abc
793,68069,68069abc
794,64906,64906abc
795,68906,68906abc
796,69209,69209abc
797,69605,69605abc
798,69150,69150abc
799,69950,69950abc
800,69453,69453abc
801,69530,69530abc
802,69238,69238abc
803,64004,64004abc
804,65610,65610abc
805,64007,64007abc
806,62558,62558abc
807,69727,69727abc
808,79234,79234abc
809,65207,65207abc
810,64646,64646abc
811,69766,69766abc
812,65515,65515abc
813,68362,68362abc
814,64468,64468abc
815,64164,64164abc
816,64501,64501abc
817,68614,68614abc
818,64493,64493abc
819,69203,69203abc
820,69636,69636abc
821,69517,69517abc
822,68407,68407abc
823,68700,68700abc
824,64260,64260abc
825,69442,69442abc
826,62668,62668abc
827,69508,69508abc
828,69652,69652abc
829,65304,65304abc
830,64340,64340abc
831,68868,68868abc
832,63895,63895abc
833,69825,69825abc
834,67123,67123abc
835,64803,64803abc
836,69100,69100abc
837,69802,69802abc
838,65905,65905abc
839,69306,69306abc
840,63558,63558abc
841,64011,64011abc
842,69804,69804abc
843,69569,69569abc
844,63703,63703abc
845,69901,69901abc
846,69165,69165abc
847,69860,69860abc
848,65869,65869abc
849,69405,69405abc
850,69418,69418abc
851,69056,69056abc
852,68646,68646abc
853,66504,66504abc
854,68518,68518abc
855,63700,63700abc
856,64014,64014abc
857,65132,65132abc
858,50506,50506abc
859,50923,50923abc
860,50468,50468abc
861,50165,50165abc
862,50066,50066abc
863,50458,50458abc
864,63435,63435abc
865,50202,50202abc
866,64100,64100abc
867,68305,68305abc
868,69702,69702abc
869,66614,66614abc
870,64704,64704abc
871,69705,69705abc
872,50854,50854abc
873,64101,64101abc
874,69995,69995abc
875,50054,50054abc
876,50293,50293abc
877,68204,68204abc
878,69403,69403abc
879,50709,50709abc
880,50707,50707abc
881,66113,66113abc
882,68346,68346abc
883,50150,50150abc
884,66928,66928abc
885,50819,50819abc
886,50208,50208abc
887,68106,68106abc
888,50304,50304abc
889,50204,50204abc
890,64890,64890abc
891,65503,65503abc
892,69992,69992abc
893,50704,50704abc
894,50357,50357abc
895,50730,50730abc
896,65362,65362abc
897,64209,64209abc
898,50350,50350abc
899,65040,65040abc
900,64213,64213abc
901,50657,50657abc
902,50600,50600abc
903,65522,65522abc
904,50848,50848abc
905,65462,65462abc
906,50469,50469abc
907,50802,50802abc
908,68211,68211abc
909,65514,65514abc
910,68003,68003abc
911,50365,50365abc
912,67063,67063abc
913,50868,50868abc
914,50996,50996abc
915,69706,69706abc
916,68504,68504abc
917,67748,67748abc
918,67312,67312abc
919,76350,76350abc
920,67559,67559abc
921,60457,60457abc
922,66138,66138abc
923,69047,69047abc
924,76753,76753abc
925,67024,67024abc
926,65103,65103abc
927,66306,66306abc
928,67827,67827abc
929,76746,76746abc
930,64724,64724abc
931,67134,67134abc
932,61865,61865abc
933,50300,50300abc
